	375	1	92	110	158	286	295	393	460	501	606	658	675
0	g	g	g	g	g	g	g	g	g	g	g	g	g
1	g	g	g	g	g	g	g	g	g	g	g	g	g
2	g	g	g	g	g	g	g	g	g	g	g	g	g
3	g	g	g	g	g	g	g	g	g	g	g	g	g
4	g	g	g	g	g	g	g	g	g	g	g	g	g
5	g	g	g	g	g	g	g	g	g	g	g	g	g
6	g	g	g	g	g	g	g	g	g	g	g	g	g
7	g	g	g	g	g	g	g	g	g	g	g	g	g
8	g	g	g	g	g	g	g	g	g	g	g	g	g
9	g	g	g	g	g	g	g	g	g	g	g	g	g
10	g	g	g	g	g	g	g	g	g	g	g	g	g
11	g	g	g	g	g	g	g	g	g	g	g	g	g
12	g	g	g	g	g	g	g	g	g	g	g	g	g
13	g	g	g	g	g	g	g	g	g	g	g	g	g
14	g	g	g	g	g	g	g	g	g	g	g	g	g
15	g	g	g	g	g	g	g	g	g	g	g	g	g
16	g	g	g	g	g	g	g	g	g	g	g	g	g
17	g	g	g	g	g	g	g	g	g	g	g	g	g
18	g	g	g	g	g	g	g	g	g	g	g	g	g
19	g	g	g	g	g	g	g	g	g	g	g	g	g
20	g	g	g	g	g	g	g	g	g	g	g	g	g
21	g	g	g	g	g	g	g	g	g	g	g	g	g
22	g	g	g	g	g	g	g	g	g	g	g	g	g
23	g	g	g	g	g	g	g	g	g	g	g	g	g
24	g	g	g	g	g	g	g	g	g	g	g	r	g
25	g	g	g	g	g	g	g	g	g	g	g	r	g
26	g	g	g	g	g	g	g	g	g	g	g	g	g
27	g	g	g	r	r	g	g	g	g	g	g	g	g
28	g	g	g	r	r	g	g	g	g	g	g	g	g
29	g	g	g	r	r	g	g	g	g	g	g	g	g
30	g	g	g	g	g	g	g	g	g	g	g	g	g
31	g	g	g	g	g	g	g	g	g	r	g	g	g
32	g	g	g	g	g	g	g	g	g	g	g	g	g
33	g	g	g	g	g	g	g	r	g	g	g	g	g
34	g	g	g	g	g	g	g	r	g	g	g	g	g
35	g	g	g	g	g	g	g	g	g	g	g	g	g
36	g	g	g	g	g	g	g	r	g	g	g	r	g
37	g	g	g	g	g	g	g	r	g	g	g	r	g
38	g	g	g	g	g	g	g	r	g	g	g	r	g
39	g	g	g	r	g	g	g	r	g	g	g	r	g
40	g	g	g	r	g	g	g	r	g	g	g	r	g
41	g	g	r	g	g	g	g	r	g	g	g	r	g
42	g	g	g	g	g	g	g	g	g	g	g	r	g
43	g	g	g	g	g	g	g	g	g	g	g	r	g
44	g	g	r	g	g	g	g	g	g	g	g	r	g
45	g	g	r	g	g	g	g		g	g	g	r	g
46	g	g	r	g	g	g	g		g	g	g	r	g
47	g	g	r	g	g	g	g		g	g	g	r	g
48	g	g	r	g	g	g	g		g	g	g	g	g
49	g	g	r	g	g	g	g		g	g	g	g	g
50	g	g	g	g	g	g	g		g	g	g	r	g
51	g	g	g	g	g	g	g		r	g	g	r	g
52	g	g	g	g	g	g	g		r	g	g	r	g
53	g	g	g	g	g	g	r		r	g	g	r	g
54	g	g	g	g	g	g	r		r	g	g	r	g
55	g	g	g	g	g	g	r		r	g	g	r	g
56	g	g	g	g	g	g	r		r	g	g	r	g
57	g	g	g	g	g	g	g		r	g	g	r	g
58	g	g	g	g	g	g	g		r	g	g	r	g
59	g	g	g	g	g	g	g		r	g	g	r	g
60	g	g	g	g	g	g	g		r	g	g	r	g
61	g	g	g	g	g	g	g		r	g	r	r	g
62	g	g	g	g	g	g	g		r	g	r	g	g
63	r	g	g	g	g	r	g		r	g	r	g	g
64	r	g	g	g	g	r	g		r	g	r	g	g
65	g	g	g	g	g	r	g		g	g	r	g	g
66	g	g	g	g	g	r	g		g	g	r	g	g
67	g	g	g	g	g	r	g		g	g	r	g	g
68	g	g	g	g	g	r	g		g	g	r	g	g
69	g	g	g	g	g	r	g		g	g	r	g	g
70	g	g	g	g	g	r	g		g	g	r	g	g
71	g	g	g	g	g	r	g		g	g	r	g	g
72	g	g	g	g	g	g	g		g	g	r		g
73	g	g	g	g	g	g	g		g	g	r		g
74	g	g	g	g	g	g	g		g	g	r		g
75	g	g	g	g	g	g	g		g	g	r		g
76	g	g	g	g	g	g	g		g	g	r		g
77	g	g	g	g	g	g	g		g	g	r		g
78	g	g	g	g	g	g	g		g	g	g		g
79	g	g	g	g	g	g	g		g	g	g		g
80	g	g	g	g	g	g	g		g	g	g		g
81	g	g	g	g	g	g	g			g	g		g
82	g	g	g	g	g	r	g			g	g		g
83	g	g	g	g	g	r	g			g			r
84	g	g	g	g	g	g	g			g			r
85	g	g	g	g	g	r	g			g			r
86	g	r	g	g	g	g	g			g			r
87	g	g	g	g	g	g	g			g			r
88	g	g	g	g	r	g	g			g			r
89	g	g	g	g	g	g	g			g			r
90	g	g	g	g	g	g	g			g			r
91	g	g	g	g	g	g	g			g			r
92	g	g	g	g	g	g	g			g			r
93	g	g	g	g	g	g	g			g			r
94	g	g	g	g	g	g	g			g			g
95	g	g	g	g	g	g	g			g			g
96	g	g	g	g	g	g	g			g			g
97	g	g	g	g	g	g	g			g			g
98	g	g	g	g	g	g	g			g			g
99	g	g	g	g	g	g	g			g			g
100	g	g	g	g	g	g	g			g			g
101	g	g	g	g	g	g	g			g			r
102	g	g	g	g	g	g	g			g			r
103	g	r	g	g	g	g	g			g			r
104	g	r	g	r	g	g	g			g			r
105	g	r	g	r	g	g	g			g			r
106	g	r	g	g	g	g	g			g			r
107	g	r	g	g	g	r	g			g			r
108	g	r	g	g	r	g	g			g			r
109	g	r	g	g	r	g	g			g			
110	g	r	g	g	r	g	g			g			
111	g	r	g	g	r	g	g			g			
112	g	r	g	g	r	g	g			g			
113	g	r	g	g	r	g	g			g			
114	g	r	g	g	r	g	g			g			
115	g	r	g	g	r	g	g			g			
116	g		g	g	r	g	g			g			
117	g		g	g	r	g	g			g			
118	g		g	g	r	g	g			g			
119	g		g	r	r	g	g			g			
120	g		g	r	g	g	g			r			
121	g		g	r	r	g	g			r			
122	g		g	r	r	g	g			r			
123	g		g	r	r	g	g			r			
124	g		g	r	r	r	g			r			
125	g		g	r	r	r	r						
126	g		g	r	r	r	r						
127	g		g	r		r	r						
128	g		g			r	r						
129	g		g			r	r						
130	r		g			r	r						
131	r		g			r	r						
132	r		g			r	r						
133	r		g			r	r						
134	r		g				r						
135	r		g				r						
136	r		g				r						
137	r		g				r						
138	r		g				r						
139	r		g				r						
140	r		g				r						
141	r		g				r						
142	r		g				g						
143	r		r				g						
144	r		r										
145	r		r										
146	r		r										
147	g		r										
148	g		r										
149	g		r										
150	g		r										
151	g		r										
152	g		r										
153	g		r										
154	g												
155	g												
156	g												
157	g												
158	g												
159	g												
160	g												
161	g												
162	r												
163	r												
164	r												
165	r												
166	r												
