Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall
0.095	0.09	0.9084	0.6421	0.6489	0.6354	0.9475	0.946	0.949	
0.095	0.095	0.9098	0.6436	0.6576	0.6302	0.9483	0.9454	0.9513	
0.095	0.1	0.9118	0.6488	0.6685	0.6302	0.9496	0.9456	0.9536	
0.095	0.105	0.9118	0.6488	0.6685	0.6302	0.9496	0.9456	0.9536	
0.095	0.11	0.9111	0.6452	0.6667	0.625	0.9492	0.9448	0.9536	
0.095	0.115	0.9104	0.6415	0.6648	0.6198	0.9488	0.9441	0.9536	
0.095	0.12	0.9125	0.6448	0.6782	0.6146	0.9501	0.9436	0.9567	
0.095	0.125	0.9131	0.6466	0.6821	0.6146	0.9505	0.9436	0.9575	
0.095	0.13	0.9125	0.6429	0.6802	0.6094	0.9501	0.9429	0.9575	
0.095	0.135	0.9125	0.6409	0.6824	0.6042	0.9502	0.9422	0.9582	
0.095	0.14	0.9125	0.6409	0.6824	0.6042	0.9502	0.9422	0.9582	
0.095	0.145	0.9131	0.6427	0.6864	0.6042	0.9506	0.9422	0.959	
0.095	0.15	0.9125	0.6369	0.6867	0.5938	0.9502	0.9409	0.9598	
0.1	0.04	0.8525	0.5731	0.4579	0.7656	0.9109	0.9613	0.8654	
0.1	0.045	0.8694	0.5992	0.4966	0.7552	0.922	0.9606	0.8863	
0.1	0.05	0.8822	0.6137	0.5326	0.724	0.9305	0.9567	0.9056	
0.1	0.055	0.8909	0.6284	0.5615	0.7135	0.9361	0.9557	0.9172	
0.1	0.06	0.8963	0.6333	0.5833	0.6927	0.9396	0.9531	0.9265	
0.1	0.065	0.8976	0.6293	0.5917	0.6719	0.9406	0.9503	0.9312	
0.1	0.07	0.903	0.64	0.6154	0.6667	0.944	0.9499	0.9381	
0.1	0.075	0.9077	0.6496	0.6382	0.6615	0.9469	0.9495	0.9443	
0.1	0.08	0.9111	0.6545	0.6579	0.651	0.949	0.9483	0.9497	
0.1	0.085	0.9098	0.6474	0.6543	0.6406	0.9483	0.9468	0.9497	
0.1	0.09	0.9084	0.6402	0.6505	0.6302	0.9475	0.9453	0.9497	
0.1	0.095	0.9098	0.6417	0.6593	0.625	0.9484	0.9447	0.952	
0.1	0.1	0.9118	0.6469	0.6704	0.625	0.9496	0.9449	0.9544	
0.1	0.105	0.9118	0.6469	0.6704	0.625	0.9496	0.9449	0.9544	
0.1	0.11	0.9111	0.6432	0.6685	0.6198	0.9492	0.9441	0.9544	
0.1	0.115	0.9104	0.6396	0.6667	0.6146	0.9489	0.9434	0.9544	
0.1	0.12	0.9125	0.6429	0.6802	0.6094	0.9501	0.9429	0.9575	
0.1	0.125	0.9131	0.6446	0.6842	0.6094	0.9505	0.9429	0.9582	
0.1	0.13	0.9125	0.6409	0.6824	0.6042	0.9502	0.9422	0.9582	
0.1	0.135	0.9125	0.6389	0.6845	0.599	0.9502	0.9415	0.959	
0.1	0.14	0.9125	0.6389	0.6845	0.599	0.9502	0.9415	0.959	
0.1	0.145	0.9131	0.6407	0.6886	0.599	0.9506	0.9416	0.9598	
0.1	0.15	0.9125	0.6348	0.689	0.5885	0.9503	0.9402	0.9606	
0.105	0.04	0.8519	0.5703	0.4562	0.7604	0.9105	0.9605	0.8654	
0.105	0.045	0.868	0.5934	0.4931	0.7448	0.9212	0.959	0.8863	
0.105	0.05	0.8808	0.6075	0.529	0.7135	0.9297	0.9551	0.9056	
0.105	0.055	0.8896	0.6221	0.5579	0.7031	0.9353	0.9541	0.9172	
0.105	0.06	0.8949	0.625	0.5804	0.6771	0.9389	0.9508	0.9273	
0.105	0.065	0.8949	0.6139	0.5849	0.6458	0.9392	0.9466	0.9319	
0.105	0.07	0.8997	0.6209	0.607	0.6354	0.9422	0.9455	0.9389	
0.105	0.075	0.9044	0.6302	0.6302	0.6302	0.9451	0.9451	0.9451	
0.105	0.08	0.9077	0.6347	0.6503	0.6198	0.9472	0.9439	0.9505	
0.105	0.085	0.9064	0.6273	0.6464	0.6094	0.9465	0.9425	0.9505	
0.105	0.09	0.9051	0.6199	0.6425	0.599	0.9457	0.941	0.9505	
0.105	0.095	0.9064	0.6213	0.6514	0.5938	0.9466	0.9405	0.9528	
0.105	0.1	0.9084	0.6264	0.6628	0.5938	0.9478	0.9406	0.9551	
0.105	0.105	0.9084	0.6264	0.6628	0.5938	0.9478	0.9406	0.9551	
0.105	0.11	0.9077	0.6226	0.6608	0.5885	0.9474	0.9399	0.9551	
0.105	0.115	0.9071	0.6188	0.6588	0.5833	0.9471	0.9392	0.9551	
0.105	0.12	0.9091	0.6218	0.6727	0.5781	0.9483	0.9386	0.9582	
0.105	0.125	0.9098	0.6236	0.6768	0.5781	0.9487	0.9387	0.959	
0.105	0.13	0.9091	0.6197	0.6748	0.5729	0.9484	0.938	0.959	
0.105	0.135	0.9091	0.6176	0.677	0.5677	0.9484	0.9373	0.9598	
0.105	0.14	0.9091	0.6176	0.677	0.5677	0.9484	0.9373	0.9598	
0.105	0.145	0.9098	0.6193	0.6813	0.5677	0.9488	0.9374	0.9606	
0.105	0.15	0.9091	0.6132	0.6815	0.5573	0.9485	0.936	0.9613	
0.11	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.11	0.045	0.8673	0.5904	0.4913	0.7396	0.9209	0.9582	0.8863	
0.11	0.05	0.8801	0.6044	0.5271	0.7083	0.9294	0.9544	0.9056	
0.11	0.055	0.8889	0.6189	0.556	0.6979	0.935	0.9534	0.9172	
0.11	0.06	0.8943	0.6217	0.5785	0.6719	0.9386	0.9501	0.9273	
0.11	0.065	0.8936	0.607	0.581	0.6354	0.9385	0.9451	0.9319	
0.11	0.07	0.8983	0.6138	0.603	0.625	0.9415	0.944	0.9389	
0.11	0.075	0.9024	0.6194	0.6243	0.6146	0.944	0.9429	0.9451	
0.11	0.08	0.9057	0.6237	0.6444	0.6042	0.9461	0.9418	0.9505	
0.11	0.085	0.9044	0.6162	0.6404	0.5938	0.9454	0.9403	0.9505	
0.11	0.09	0.9037	0.6104	0.64	0.5833	0.9451	0.9389	0.9513	
0.11	0.095	0.9051	0.6116	0.6491	0.5781	0.9459	0.9384	0.9536	
0.11	0.1	0.9071	0.6167	0.6607	0.5781	0.9471	0.9385	0.9559	
0.11	0.105	0.9071	0.6167	0.6607	0.5781	0.9471	0.9385	0.9559	
0.11	0.11	0.9064	0.6128	0.6587	0.5729	0.9468	0.9378	0.9559	
0.11	0.115	0.9057	0.6089	0.6566	0.5677	0.9464	0.9371	0.9559	
0.11	0.12	0.9077	0.6119	0.6708	0.5625	0.9476	0.9366	0.959	
0.11	0.125	0.9084	0.6136	0.675	0.5625	0.9481	0.9366	0.9598	
0.11	0.13	0.9077	0.6097	0.673	0.5573	0.9477	0.9359	0.9598	
0.11	0.135	0.9077	0.6074	0.6752	0.5521	0.9477	0.9352	0.9606	
0.11	0.14	0.9084	0.6092	0.6795	0.5521	0.9481	0.9353	0.9613	
0.11	0.145	0.9091	0.611	0.6839	0.5521	0.9485	0.9353	0.9621	
0.11	0.15	0.9084	0.6047	0.6842	0.5417	0.9482	0.934	0.9629	
0.115	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.115	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.115	0.05	0.8808	0.6058	0.5292	0.7083	0.9298	0.9544	0.9064	
0.115	0.055	0.8902	0.6218	0.5607	0.6979	0.9358	0.9535	0.9188	
0.115	0.06	0.8956	0.6247	0.5837	0.6719	0.9394	0.9502	0.9288	
0.115	0.065	0.8949	0.61	0.5865	0.6354	0.9393	0.9452	0.9335	
0.115	0.07	0.8997	0.617	0.6091	0.625	0.9423	0.9441	0.9404	
0.115	0.075	0.9024	0.6154	0.627	0.6042	0.9441	0.9415	0.9466	
0.115	0.08	0.9057	0.6196	0.6477	0.5938	0.9462	0.9404	0.952	
0.115	0.085	0.9037	0.6082	0.6416	0.5781	0.9451	0.9383	0.952	
0.115	0.09	0.903	0.6022	0.6412	0.5677	0.9448	0.9369	0.9528	
0.115	0.095	0.9044	0.6034	0.6506	0.5625	0.9456	0.9363	0.9551	
0.115	0.1	0.9064	0.6085	0.6626	0.5625	0.9468	0.9365	0.9575	
0.115	0.105	0.9064	0.6085	0.6626	0.5625	0.9468	0.9365	0.9575	
0.115	0.11	0.9057	0.6045	0.6605	0.5573	0.9465	0.9358	0.9575	
0.115	0.115	0.9051	0.6006	0.6584	0.5521	0.9461	0.935	0.9575	
0.115	0.12	0.9071	0.6034	0.6731	0.5469	0.9474	0.9345	0.9606	
0.115	0.125	0.9077	0.6052	0.6774	0.5469	0.9478	0.9346	0.9613	
0.115	0.13	0.9071	0.6012	0.6753	0.5417	0.9474	0.9339	0.9613	
0.115	0.135	0.9071	0.5988	0.6776	0.5365	0.9474	0.9332	0.9621	
0.115	0.14	0.9077	0.6006	0.6821	0.5365	0.9478	0.9333	0.9629	
0.115	0.145	0.9084	0.6023	0.6867	0.5365	0.9482	0.9333	0.9637	
0.115	0.15	0.9077	0.5959	0.6871	0.526	0.9479	0.932	0.9644	
0.12	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.12	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.12	0.05	0.8808	0.6058	0.5292	0.7083	0.9298	0.9544	0.9064	
0.12	0.055	0.8902	0.6218	0.5607	0.6979	0.9358	0.9535	0.9188	
0.12	0.06	0.8956	0.6247	0.5837	0.6719	0.9394	0.9502	0.9288	
0.12	0.065	0.8949	0.61	0.5865	0.6354	0.9393	0.9452	0.9335	
0.12	0.07	0.8997	0.617	0.6091	0.625	0.9423	0.9441	0.9404	
0.12	0.075	0.9017	0.6117	0.625	0.599	0.9437	0.9408	0.9466	
0.12	0.08	0.9051	0.6158	0.6457	0.5885	0.9458	0.9397	0.952	
0.12	0.085	0.9024	0.6006	0.6374	0.5677	0.9444	0.9368	0.952	
0.12	0.09	0.9024	0.5961	0.6407	0.5573	0.9445	0.9355	0.9536	
0.12	0.095	0.9024	0.5892	0.646	0.5417	0.9446	0.9335	0.9559	
0.12	0.1	0.9044	0.5943	0.6582	0.5417	0.9458	0.9337	0.9582	
0.12	0.105	0.9044	0.5943	0.6582	0.5417	0.9458	0.9337	0.9582	
0.12	0.11	0.9037	0.5903	0.6561	0.5365	0.9454	0.933	0.9582	
0.12	0.115	0.903	0.5862	0.6538	0.5312	0.9451	0.9323	0.9582	
0.12	0.12	0.9044	0.5848	0.6667	0.5208	0.946	0.9311	0.9613	
0.12	0.125	0.9057	0.5882	0.6757	0.5208	0.9468	0.9312	0.9629	
0.12	0.13	0.9051	0.5841	0.6735	0.5156	0.9464	0.9305	0.9629	
0.12	0.135	0.9051	0.5816	0.6759	0.5104	0.9464	0.9299	0.9637	
0.12	0.14	0.9057	0.5833	0.6806	0.5104	0.9468	0.9299	0.9644	
0.12	0.145	0.9057	0.5808	0.6831	0.5052	0.9469	0.9293	0.9652	
0.12	0.15	0.9057	0.5758	0.6884	0.4948	0.947	0.928	0.9667	
0.125	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.125	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.125	0.05	0.8808	0.6058	0.5292	0.7083	0.9298	0.9544	0.9064	
0.125	0.055	0.8889	0.6154	0.557	0.6875	0.9351	0.9519	0.9188	
0.125	0.06	0.8936	0.6146	0.578	0.6562	0.9383	0.9479	0.9288	
0.125	0.065	0.8929	0.5995	0.5805	0.6198	0.9382	0.943	0.9335	
0.125	0.07	0.8976	0.6062	0.6031	0.6094	0.9412	0.9419	0.9404	
0.125	0.075	0.8997	0.6005	0.6188	0.5833	0.9426	0.9387	0.9466	
0.125	0.08	0.9037	0.6061	0.6433	0.5729	0.9451	0.9376	0.9528	
0.125	0.085	0.901	0.5905	0.6347	0.5521	0.9437	0.9347	0.9528	
0.125	0.09	0.901	0.5859	0.638	0.5417	0.9438	0.9334	0.9544	
0.125	0.095	0.901	0.5788	0.6433	0.526	0.9439	0.9315	0.9567	
0.125	0.1	0.9037	0.5855	0.6601	0.526	0.9455	0.9317	0.9598	
0.125	0.105	0.9037	0.5855	0.6601	0.526	0.9455	0.9317	0.9598	
0.125	0.11	0.903	0.5814	0.6579	0.5208	0.9452	0.931	0.9598	
0.125	0.115	0.9024	0.5748	0.6577	0.5104	0.9448	0.9296	0.9606	
0.125	0.12	0.9037	0.5731	0.6713	0.5	0.9457	0.9285	0.9637	
0.125	0.125	0.9051	0.5766	0.6809	0.5	0.9465	0.9286	0.9652	
0.125	0.13	0.9044	0.5723	0.6786	0.4948	0.9462	0.9279	0.9652	
0.125	0.135	0.9051	0.5688	0.6889	0.4844	0.9467	0.9267	0.9675	
0.125	0.14	0.9057	0.5706	0.694	0.4844	0.947	0.9267	0.9683	
0.125	0.145	0.9057	0.5679	0.697	0.4792	0.9471	0.9261	0.9691	
0.125	0.15	0.9057	0.5625	0.7031	0.4688	0.9472	0.9248	0.9706	
0.13	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.13	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.13	0.05	0.8808	0.6058	0.5292	0.7083	0.9298	0.9544	0.9064	
0.13	0.055	0.8882	0.6121	0.5551	0.6823	0.9347	0.9512	0.9188	
0.13	0.06	0.8929	0.6112	0.576	0.651	0.9379	0.9472	0.9288	
0.13	0.065	0.8923	0.596	0.5784	0.6146	0.9378	0.9422	0.9335	
0.13	0.07	0.897	0.6026	0.601	0.6042	0.9408	0.9412	0.9404	
0.13	0.075	0.8983	0.593	0.6145	0.5729	0.9419	0.9372	0.9466	
0.13	0.08	0.9024	0.5983	0.6391	0.5625	0.9444	0.9362	0.9528	
0.13	0.085	0.8997	0.5826	0.6303	0.5417	0.943	0.9333	0.9528	
0.13	0.09	0.899	0.5739	0.6312	0.526	0.9427	0.9313	0.9544	
0.13	0.095	0.899	0.5665	0.6364	0.5104	0.9428	0.9294	0.9567	
0.13	0.1	0.901	0.5689	0.651	0.5052	0.9441	0.9289	0.9598	
0.13	0.105	0.9017	0.5706	0.6554	0.5052	0.9445	0.9289	0.9606	
0.13	0.11	0.9017	0.568	0.6575	0.5	0.9445	0.9283	0.9613	
0.13	0.115	0.901	0.5612	0.6573	0.4896	0.9442	0.927	0.9621	
0.13	0.12	0.903	0.561	0.6765	0.4792	0.9455	0.9259	0.966	
0.13	0.125	0.9044	0.5644	0.6866	0.4792	0.9463	0.926	0.9675	
0.13	0.13	0.9037	0.56	0.6842	0.474	0.9459	0.9253	0.9675	
0.13	0.135	0.9051	0.558	0.7008	0.4635	0.9468	0.9242	0.9706	
0.13	0.14	0.9057	0.5597	0.7063	0.4635	0.9472	0.9242	0.9714	
0.13	0.145	0.9057	0.557	0.7097	0.4583	0.9472	0.9236	0.9722	
0.13	0.15	0.9051	0.5466	0.7143	0.4427	0.947	0.9217	0.9737	
0.135	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.135	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.135	0.05	0.8808	0.6058	0.5292	0.7083	0.9298	0.9544	0.9064	
0.135	0.055	0.8882	0.6121	0.5551	0.6823	0.9347	0.9512	0.9188	
0.135	0.06	0.8923	0.6078	0.5741	0.6458	0.9375	0.9464	0.9288	
0.135	0.065	0.8909	0.5888	0.5743	0.6042	0.9371	0.9408	0.9335	
0.135	0.07	0.8956	0.5953	0.5969	0.5938	0.9401	0.9397	0.9404	
0.135	0.075	0.897	0.5854	0.6102	0.5625	0.9412	0.9358	0.9466	
0.135	0.08	0.9003	0.5866	0.6325	0.5469	0.9433	0.934	0.9528	
0.135	0.085	0.8976	0.5706	0.6235	0.526	0.9419	0.9312	0.9528	
0.135	0.09	0.897	0.5616	0.6242	0.5104	0.9416	0.9292	0.9544	
0.135	0.095	0.897	0.5539	0.6291	0.4948	0.9418	0.9273	0.9567	
0.135	0.1	0.899	0.5562	0.6438	0.4896	0.943	0.9268	0.9598	
0.135	0.105	0.8997	0.5579	0.6483	0.4896	0.9434	0.9269	0.9606	
0.135	0.11	0.8997	0.5552	0.6503	0.4844	0.9435	0.9262	0.9613	
0.135	0.115	0.899	0.5482	0.65	0.474	0.9431	0.9249	0.9621	
0.135	0.12	0.901	0.5477	0.6692	0.4635	0.9444	0.9238	0.966	
0.135	0.125	0.903	0.5528	0.6846	0.4635	0.9456	0.924	0.9683	
0.135	0.13	0.903	0.5472	0.6905	0.4531	0.9457	0.9227	0.9698	
0.135	0.135	0.9037	0.5372	0.7094	0.4323	0.9463	0.9203	0.9737	
0.135	0.14	0.9044	0.539	0.7155	0.4323	0.9467	0.9204	0.9745	
0.135	0.145	0.9044	0.5359	0.7193	0.4271	0.9467	0.9198	0.9753	
0.135	0.15	0.9037	0.5249	0.7248	0.4115	0.9464	0.9179	0.9768	
0.14	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.14	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.14	0.05	0.8801	0.6027	0.5273	0.7031	0.9294	0.9536	0.9064	
0.14	0.055	0.8875	0.6089	0.5532	0.6771	0.9343	0.9504	0.9188	
0.14	0.06	0.8916	0.6044	0.5721	0.6406	0.9372	0.9457	0.9288	
0.14	0.065	0.8902	0.5852	0.5721	0.599	0.9367	0.94	0.9335	
0.14	0.07	0.8949	0.5916	0.5947	0.5885	0.9397	0.939	0.9404	
0.14	0.075	0.8963	0.5815	0.608	0.5573	0.9408	0.9351	0.9466	
0.14	0.08	0.8997	0.5826	0.6303	0.5417	0.943	0.9333	0.9528	
0.14	0.085	0.897	0.5666	0.6211	0.5208	0.9415	0.9305	0.9528	
0.14	0.09	0.8963	0.5575	0.6218	0.5052	0.9413	0.9285	0.9544	
0.14	0.095	0.8963	0.5497	0.6267	0.4896	0.9414	0.9266	0.9567	
0.14	0.1	0.8983	0.5519	0.6414	0.4844	0.9427	0.9261	0.9598	
0.14	0.105	0.899	0.5536	0.6458	0.4844	0.9431	0.9262	0.9606	
0.14	0.11	0.8997	0.5526	0.6525	0.4792	0.9435	0.9256	0.9621	
0.14	0.115	0.899	0.5455	0.6522	0.4688	0.9432	0.9243	0.9629	
0.14	0.12	0.901	0.5449	0.6718	0.4583	0.9445	0.9232	0.9667	
0.14	0.125	0.9024	0.5426	0.688	0.4479	0.9453	0.9221	0.9698	
0.14	0.13	0.9024	0.5367	0.6942	0.4375	0.9454	0.9208	0.9714	
0.14	0.135	0.9024	0.5215	0.7117	0.4115	0.9456	0.9178	0.9753	
0.14	0.14	0.903	0.5232	0.7182	0.4115	0.946	0.9178	0.976	
0.14	0.145	0.903	0.52	0.7222	0.4062	0.9461	0.9172	0.9768	
0.14	0.15	0.9024	0.5085	0.7282	0.3906	0.9458	0.9153	0.9783	
0.145	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.145	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.145	0.05	0.8801	0.6027	0.5273	0.7031	0.9294	0.9536	0.9064	
0.145	0.055	0.8875	0.6089	0.5532	0.6771	0.9343	0.9504	0.9188	
0.145	0.06	0.8916	0.6044	0.5721	0.6406	0.9372	0.9457	0.9288	
0.145	0.065	0.8902	0.5852	0.5721	0.599	0.9367	0.94	0.9335	
0.145	0.07	0.8949	0.5916	0.5947	0.5885	0.9397	0.939	0.9404	
0.145	0.075	0.8963	0.5815	0.608	0.5573	0.9408	0.9351	0.9466	
0.145	0.08	0.8997	0.5826	0.6303	0.5417	0.943	0.9333	0.9528	
0.145	0.085	0.897	0.5666	0.6211	0.5208	0.9415	0.9305	0.9528	
0.145	0.09	0.8963	0.5575	0.6218	0.5052	0.9413	0.9285	0.9544	
0.145	0.095	0.8963	0.5497	0.6267	0.4896	0.9414	0.9266	0.9567	
0.145	0.1	0.8983	0.5519	0.6414	0.4844	0.9427	0.9261	0.9598	
0.145	0.105	0.8983	0.5493	0.6434	0.4792	0.9427	0.9255	0.9606	
0.145	0.11	0.899	0.5482	0.65	0.474	0.9431	0.9249	0.9621	
0.145	0.115	0.8983	0.541	0.6496	0.4635	0.9428	0.9236	0.9629	
0.145	0.12	0.9003	0.5404	0.6692	0.4531	0.9441	0.9225	0.9667	
0.145	0.125	0.9017	0.538	0.6855	0.4427	0.945	0.9214	0.9698	
0.145	0.13	0.901	0.5273	0.6891	0.4271	0.9447	0.9195	0.9714	
0.145	0.135	0.901	0.5116	0.7064	0.401	0.9449	0.9164	0.9753	
0.145	0.14	0.9017	0.5133	0.713	0.401	0.9453	0.9165	0.976	
0.145	0.145	0.9017	0.5101	0.717	0.3958	0.9454	0.9159	0.9768	
0.145	0.15	0.901	0.4983	0.7228	0.3802	0.9451	0.914	0.9783	
0.15	0.04	0.8512	0.5675	0.4545	0.7552	0.9101	0.9597	0.8654	
0.15	0.045	0.868	0.5917	0.4931	0.7396	0.9213	0.9582	0.8871	
0.15	0.05	0.8801	0.6027	0.5273	0.7031	0.9294	0.9536	0.9064	
0.15	0.055	0.8875	0.6089	0.5532	0.6771	0.9343	0.9504	0.9188	
0.15	0.06	0.8916	0.6044	0.5721	0.6406	0.9372	0.9457	0.9288	
0.15	0.065	0.8902	0.5852	0.5721	0.599	0.9367	0.94	0.9335	
0.15	0.07	0.8949	0.5916	0.5947	0.5885	0.9397	0.939	0.9404	
0.15	0.075	0.8963	0.5815	0.608	0.5573	0.9408	0.9351	0.9466	
0.15	0.08	0.899	0.5787	0.628	0.5365	0.9426	0.9326	0.9528	
0.15	0.085	0.8963	0.5625	0.6188	0.5156	0.9412	0.9298	0.9528	
0.15	0.09	0.8956	0.5533	0.6194	0.5	0.9409	0.9278	0.9544	
0.15	0.095	0.8956	0.5455	0.6242	0.4844	0.941	0.9259	0.9567	
0.15	0.1	0.8976	0.5476	0.6389	0.4792	0.9423	0.9254	0.9598	
0.15	0.105	0.8976	0.5449	0.6408	0.474	0.9423	0.9248	0.9606	
0.15	0.11	0.8983	0.5438	0.6475	0.4688	0.9428	0.9242	0.9621	
0.15	0.115	0.8983	0.5382	0.6519	0.4583	0.9429	0.923	0.9637	
0.15	0.12	0.9003	0.5375	0.6719	0.4479	0.9442	0.9219	0.9675	
0.15	0.125	0.9024	0.5367	0.6942	0.4375	0.9454	0.9208	0.9714	
0.15	0.13	0.9017	0.526	0.6983	0.4219	0.9452	0.9189	0.9729	
0.15	0.135	0.9017	0.5101	0.717	0.3958	0.9454	0.9159	0.9768	
0.15	0.14	0.9024	0.5118	0.7238	0.3958	0.9458	0.9159	0.9776	
0.15	0.145	0.9024	0.5085	0.7282	0.3906	0.9458	0.9153	0.9783	
0.15	0.15	0.9017	0.4966	0.7347	0.375	0.9455	0.9135	0.9799	